Rk,Team,Date,FG,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
90,LAC,2006-05-12,35,47,23,,PHO,L 91-94,240,23,6,9,15,26,25,8,6,12,19,240,35,83,0.422,28,70,0.4,7,13,0.538,14,20,0.7,91,32,86,0.372,25,59,0.424,7,27,0.259,23,26,0.885,94,240,8,39,47,8,38,46
91,LAC,2006-05-14,42,55,26,,PHO,W 114-107,240,26,2,5,9,19,30,5,3,5,21,240,42,86,0.488,37,70,0.529,5,16,0.313,25,29,0.862,114,40,88,0.455,30,52,0.577,10,36,0.278,17,22,0.773,107,240,16,39,55,9,28,37
92,LAC,2006-05-16,42,57,14,@,PHO,L 118-125 (2OT),290,14,6,9,16,23,29,7,5,12,22,290,42,103,0.408,33,83,0.398,9,20,0.45,25,32,0.781,118,49,107,0.458,38,78,0.487,11,29,0.379,16,21,0.762,125,290,20,37,57,14,36,50
93,LAC,2006-05-18,48,48,28,,PHO,W 118-106,240,28,1,8,19,22,26,10,2,10,23,240,48,78,0.615,46,73,0.63,2,5,0.4,20,23,0.87,118,38,87,0.437,25,56,0.446,13,31,0.419,17,23,0.739,106,240,7,41,48,9,19,28
94,LAC,2006-05-22,41,32,11,@,PHO,L 107-127,240,11,7,2,11,17,32,5,3,12,22,240,41,78,0.526,41,74,0.554,0,4,0,25,26,0.962,107,48,80,0.6,33,53,0.623,15,27,0.556,16,19,0.842,127,240,11,21,32,9,23,32
1,IND,2005-11-02,33,32,19,@,ORL,W 90-78,240,19,12,5,13,20,22,8,4,16,22,240,33,70,0.471,26,51,0.51,7,19,0.368,17,22,0.773,90,31,71,0.437,28,60,0.467,3,11,0.273,13,19,0.684,78,240,6,26,32,12,26,38
2,IND,2005-11-03,37,39,17,@,MIA,W 105-102,240,17,8,2,11,30,19,5,8,16,27,240,37,77,0.481,32,67,0.478,5,10,0.5,26,33,0.788,105,36,75,0.48,33,59,0.559,3,16,0.188,27,42,0.643,102,240,9,30,39,10,31,41
3,IND,2005-11-05,40,40,25,,PHI,L 109-111,240,25,7,4,20,30,28,8,5,11,20,240,40,79,0.506,32,58,0.552,8,21,0.381,21,22,0.955,109,41,74,0.554,37,63,0.587,4,11,0.364,25,33,0.758,111,240,13,27,40,6,23,29
4,IND,2005-11-09,32,40,20,,MIA,W 95-90,240,20,9,2,13,24,19,7,8,21,30,240,32,75,0.427,28,65,0.431,4,10,0.4,27,38,0.711,95,34,74,0.459,31,63,0.492,3,11,0.273,19,28,0.679,90,240,9,31,40,14,33,47
5,IND,2005-11-11,36,37,23,,NJN,W 102-90,240,23,6,4,14,19,20,8,1,11,21,240,36,69,0.522,26,44,0.591,10,25,0.4,20,26,0.769,102,35,82,0.427,29,66,0.439,6,16,0.375,14,18,0.778,90,240,8,29,37,14,23,37
6,IND,2005-11-12,33,41,19,@,MIL,L 102-103,240,19,18,9,17,30,17,6,7,21,32,240,33,73,0.452,28,61,0.459,5,12,0.417,31,47,0.66,102,35,89,0.393,30,76,0.395,5,13,0.385,28,39,0.718,103,240,10,31,41,22,31,53
7,IND,2005-11-16,32,32,21,@,CHA,L 90-122,240,21,4,5,26,23,23,17,5,10,25,240,32,64,0.5,26,48,0.542,6,16,0.375,20,36,0.556,90,41,78,0.526,30,60,0.5,11,18,0.611,29,32,0.906,122,240,7,25,32,5,30,35
8,IND,2005-11-18,28,50,17,,CHA,W 93-85,240,17,10,6,22,20,18,12,7,19,28,240,28,67,0.418,25,53,0.472,3,14,0.214,34,44,0.773,93,35,93,0.376,30,78,0.385,5,15,0.333,10,14,0.714,85,240,14,36,50,20,24,44
9,IND,2005-11-20,30,43,18,,HOU,W 85-74,240,18,9,3,12,19,11,4,4,19,26,240,30,72,0.417,25,50,0.5,5,22,0.227,20,32,0.625,85,29,71,0.408,25,60,0.417,4,11,0.364,12,13,0.923,74,240,12,31,43,5,28,33
10,IND,2005-11-24,39,41,19,,CLE,W 98-76,240,19,8,3,18,21,10,9,7,18,18,240,39,79,0.494,28,61,0.459,11,18,0.611,9,13,0.692,98,26,69,0.377,22,53,0.415,4,16,0.25,20,27,0.741,76,240,11,30,41,12,23,35
11,IND,2005-11-25,33,45,18,,ATL,L 85-87,240,18,1,6,14,21,19,5,4,11,25,240,33,81,0.407,30,64,0.469,3,17,0.176,16,20,0.8,85,32,90,0.356,27,80,0.338,5,10,0.5,18,26,0.692,87,240,13,32,45,24,32,56
12,IND,2005-11-27,34,42,18,@,LAC,W 97-92,240,18,10,3,9,22,16,6,6,17,22,240,34,84,0.405,26,64,0.406,8,20,0.4,21,28,0.75,97,32,70,0.457,29,63,0.46,3,7,0.429,25,27,0.926,92,240,13,29,42,5,39,44
13,IND,2005-11-29,30,48,14,@,UTA,W 84-60,240,14,10,10,17,19,15,4,9,20,20,240,30,74,0.405,21,56,0.375,9,18,0.5,15,22,0.682,84,23,69,0.333,20,61,0.328,3,8,0.375,11,19,0.579,60,240,11,37,48,8,30,38
14,IND,2005-11-30,36,41,11,@,PHO,L 91-109,240,11,13,5,18,18,25,9,7,16,21,240,36,84,0.429,32,68,0.471,4,16,0.25,15,24,0.625,91,43,92,0.467,34,69,0.493,9,23,0.391,14,17,0.824,109,240,8,33,41,10,39,49
15,IND,2005-12-02,36,47,16,@,POR,W 98-78,240,16,5,2,12,24,12,5,4,8,17,240,36,75,0.48,30,59,0.508,6,16,0.375,20,26,0.769,98,31,77,0.403,30,70,0.429,1,7,0.143,15,26,0.577,78,240,15,32,47,13,21,34
16,IND,2005-12-04,40,28,22,@,SEA,L 102-107,240,22,8,5,15,27,20,10,2,11,20,240,40,75,0.533,31,52,0.596,9,23,0.391,13,19,0.684,102,37,79,0.468,30,61,0.492,7,18,0.389,26,29,0.897,107,240,6,22,28,10,27,37
17,IND,2005-12-06,23,38,10,,DAL,L 75-84,240,10,11,7,17,20,14,8,4,18,28,240,23,67,0.343,21,53,0.396,2,14,0.143,27,39,0.692,75,32,69,0.464,30,62,0.484,2,7,0.286,18,22,0.818,84,240,11,27,38,8,33,41
18,IND,2005-12-08,46,43,27,,WAS,W 111-87,240,27,3,7,8,22,15,4,3,6,16,240,46,78,0.59,38,62,0.613,8,16,0.5,11,17,0.647,111,30,88,0.341,26,68,0.382,4,20,0.2,23,29,0.793,87,240,4,39,43,14,28,42
19,IND,2005-12-10,30,47,20,,MEM,W 80-66,240,20,10,9,15,18,17,9,6,12,17,240,30,69,0.435,26,53,0.491,4,16,0.25,16,19,0.842,80,24,71,0.338,17,59,0.288,7,12,0.583,11,20,0.55,66,240,6,41,47,8,31,39
20,IND,2005-12-14,26,36,17,@,BOS,L 71-85,240,17,5,4,14,24,22,5,6,17,23,240,26,80,0.325,20,54,0.37,6,26,0.231,13,20,0.65,71,32,71,0.451,29,66,0.439,3,5,0.6,18,25,0.72,85,240,12,24,36,10,34,44
21,IND,2005-12-16,28,37,20,,UTA,W 93-83,240,20,5,10,18,25,24,10,3,14,29,240,28,68,0.412,19,46,0.413,9,22,0.409,28,33,0.848,93,32,75,0.427,32,66,0.485,0,9,0,19,30,0.633,83,240,10,27,37,13,27,40
22,IND,2005-12-17,33,38,20,@,NYK,W 102-96,240,20,5,5,9,30,15,6,5,12,29,240,33,73,0.452,25,54,0.463,8,19,0.421,28,34,0.824,102,32,86,0.372,27,73,0.37,5,13,0.385,27,38,0.711,96,240,5,33,38,22,35,57
23,IND,2005-12-21,39,52,23,,LAC,W 97-75,240,23,6,9,21,18,11,11,2,11,16,240,39,76,0.513,30,53,0.566,9,23,0.391,10,13,0.769,97,33,89,0.371,33,86,0.384,0,3,0,9,18,0.5,75,240,11,41,52,17,26,43
24,IND,2005-12-23,34,46,19,@,CLE,L 89-94,240,19,10,7,16,26,17,8,5,16,19,240,34,80,0.425,30,61,0.492,4,19,0.211,17,24,0.708,89,31,72,0.431,25,59,0.424,6,13,0.462,26,37,0.703,94,240,13,33,46,11,33,44
25,IND,2005-12-26,29,30,13,@,DAL,L 80-102,240,13,4,2,16,22,17,9,6,11,20,240,29,72,0.403,25,60,0.417,4,12,0.333,18,24,0.75,80,37,78,0.474,35,73,0.479,2,5,0.4,26,32,0.813,102,240,11,19,30,19,30,49
26,IND,2005-12-27,34,38,12,@,SAS,L 86-99,240,12,7,2,14,30,16,5,6,11,21,240,34,74,0.459,32,66,0.485,2,8,0.25,16,23,0.696,86,36,71,0.507,31,55,0.564,5,16,0.313,22,34,0.647,99,240,7,31,38,7,32,39
27,IND,2005-12-30,34,43,17,,TOR,L 97-99,240,17,5,2,15,22,17,9,2,12,23,240,34,80,0.425,28,59,0.475,6,21,0.286,23,30,0.767,97,38,80,0.475,34,64,0.531,4,16,0.25,19,27,0.704,99,240,14,29,43,13,31,44
28,IND,2006-01-02,37,40,21,,SEA,W 115-96,240,21,6,3,13,15,12,6,1,12,28,240,37,71,0.521,26,45,0.578,11,26,0.423,30,35,0.857,115,40,89,0.449,34,67,0.507,6,22,0.273,10,12,0.833,96,240,10,30,40,15,24,39
29,IND,2006-01-04,34,41,21,@,DEN,L 86-106,240,21,12,4,20,24,26,14,7,20,21,240,34,85,0.4,30,62,0.484,4,23,0.174,14,18,0.778,86,38,73,0.521,31,58,0.534,7,15,0.467,23,27,0.852,106,240,17,24,41,11,31,42
30,IND,2006-01-05,34,41,16,@,GSW,W 99-89,240,16,8,5,14,26,16,6,6,13,23,240,34,74,0.459,26,55,0.473,8,19,0.421,23,30,0.767,99,33,76,0.434,30,56,0.536,3,20,0.15,20,28,0.714,89,240,8,33,41,8,30,38
31,IND,2006-01-08,36,51,18,@,SAC,W 108-83,240,18,14,6,16,22,14,7,3,17,19,240,36,78,0.462,23,56,0.411,13,22,0.591,23,33,0.697,108,30,76,0.395,27,64,0.422,3,12,0.25,20,22,0.909,83,240,14,37,51,8,29,37
32,IND,2006-01-09,28,46,19,@,LAL,L 90-96,240,19,5,3,12,30,17,6,4,11,29,240,28,75,0.373,25,59,0.424,3,16,0.188,31,42,0.738,90,34,80,0.425,28,63,0.444,6,17,0.353,22,31,0.71,96,240,8,38,46,10,43,53
33,IND,2006-01-11,40,37,23,,MIL,W 112-88,240,23,6,6,9,21,17,6,1,13,24,240,40,71,0.563,31,53,0.585,9,18,0.5,23,33,0.697,112,33,76,0.434,30,62,0.484,3,14,0.214,19,25,0.76,88,240,9,28,37,11,27,38
34,IND,2006-01-13,34,37,20,,WAS,L 85-94,240,20,4,4,17,23,13,11,6,11,23,240,34,75,0.453,29,63,0.46,5,12,0.417,12,15,0.8,85,33,72,0.458,30,65,0.462,3,7,0.429,25,34,0.735,94,240,9,28,37,9,32,41
35,IND,2006-01-14,27,40,20,@,CHI,W 91-89,240,20,7,4,16,21,19,8,3,14,27,240,27,70,0.386,20,53,0.377,7,17,0.412,30,39,0.769,91,35,88,0.398,32,73,0.438,3,15,0.2,16,21,0.762,89,240,9,31,40,15,33,48
36,IND,2006-01-16,33,34,19,@,NJN,L 92-97,240,19,5,3,13,31,22,8,0,9,19,240,33,68,0.485,25,50,0.5,8,18,0.444,18,28,0.643,92,33,73,0.452,27,62,0.435,6,11,0.545,25,35,0.714,97,240,5,29,34,7,30,37
37,IND,2006-01-18,33,43,18,,CHA,W 98-92,240,18,7,7,20,20,26,11,4,13,22,240,33,66,0.5,25,46,0.543,8,20,0.4,24,29,0.828,98,39,81,0.481,34,69,0.493,5,12,0.417,9,13,0.692,92,240,13,30,43,9,20,29
38,IND,2006-01-20,31,35,21,@,MIN,L 85-90,240,21,7,2,7,21,22,4,11,14,24,240,31,80,0.388,26,61,0.426,5,19,0.263,18,29,0.621,85,30,67,0.448,30,61,0.492,0,6,0,30,36,0.833,90,240,7,28,35,7,40,47
39,IND,2006-01-21,26,35,17,,CHI,L 89-101,240,17,7,6,15,24,16,5,4,11,27,240,26,67,0.388,19,49,0.388,7,18,0.389,30,39,0.769,89,37,84,0.44,34,70,0.486,3,14,0.214,24,27,0.889,101,240,5,30,35,14,37,51
40,IND,2006-01-23,38,36,22,@,ATL,L 94-104,240,22,4,3,17,20,22,13,4,14,18,240,38,78,0.487,35,63,0.556,3,15,0.2,15,20,0.75,94,40,72,0.556,37,62,0.597,3,10,0.3,21,30,0.7,104,240,9,27,36,8,27,35
41,IND,2006-01-24,26,50,15,@,CLE,L 66-96,240,15,6,6,17,23,22,9,10,11,23,240,26,80,0.325,22,64,0.344,4,16,0.25,10,24,0.417,66,35,80,0.438,29,66,0.439,6,14,0.429,20,30,0.667,96,240,13,37,50,10,40,50
42,IND,2006-01-27,35,35,17,,CLE,L 89-93,240,17,7,5,15,23,16,9,5,14,14,240,35,73,0.479,27,53,0.509,8,20,0.4,11,15,0.733,89,32,71,0.451,27,56,0.482,5,15,0.333,24,32,0.75,93,240,7,28,35,10,26,36
43,IND,2006-01-31,27,46,17,@,WAS,L 79-84,240,17,3,3,15,25,18,8,0,17,16,240,27,76,0.355,18,44,0.409,9,32,0.281,16,24,0.667,79,33,70,0.471,30,61,0.492,3,9,0.333,15,28,0.536,84,240,11,35,46,10,36,46
44,IND,2006-02-01,38,55,26,,LAL,W 105-79,240,26,8,4,15,24,11,9,4,10,22,240,38,82,0.463,29,59,0.492,9,23,0.391,20,27,0.741,105,26,85,0.306,20,61,0.328,6,24,0.25,21,28,0.75,79,240,16,39,55,15,28,43
45,IND,2006-02-04,38,59,25,,DET,W 93-85,240,25,2,4,7,20,19,5,9,8,17,240,38,98,0.388,32,84,0.381,6,14,0.429,11,14,0.786,93,33,77,0.429,30,68,0.441,3,9,0.333,16,22,0.727,85,240,25,34,59,12,32,44
46,IND,2006-02-08,39,61,28,,POR,W 101-69,240,28,7,7,16,25,8,11,6,13,17,240,39,90,0.433,26,60,0.433,13,30,0.433,10,15,0.667,101,20,75,0.267,17,66,0.258,3,9,0.333,26,36,0.722,69,240,22,39,61,16,22,38
47,IND,2006-02-10,35,43,18,,GSW,W 107-95,240,18,9,1,15,29,17,4,5,15,26,240,35,67,0.522,26,49,0.531,9,18,0.5,28,39,0.718,107,32,81,0.395,25,54,0.463,7,27,0.259,24,31,0.774,95,240,6,37,43,16,29,45
48,IND,2006-02-12,33,43,21,,SAS,L 88-92,240,21,8,5,16,21,14,9,5,12,19,240,33,72,0.458,26,55,0.473,7,17,0.412,15,21,0.714,88,34,78,0.436,29,63,0.46,5,15,0.333,19,26,0.731,92,240,9,34,43,12,27,39
49,IND,2006-02-15,32,52,24,,MIL,W 88-77,240,24,10,8,20,23,16,13,8,15,24,240,32,78,0.41,27,63,0.429,5,15,0.333,19,29,0.655,88,29,78,0.372,26,68,0.382,3,10,0.3,16,19,0.842,77,240,15,37,52,9,30,39
50,IND,2006-02-21,39,49,23,,NOK,W 97-75,240,23,11,5,12,21,16,10,3,14,16,240,39,84,0.464,34,63,0.54,5,21,0.238,14,21,0.667,97,25,74,0.338,22,64,0.344,3,10,0.3,22,28,0.786,75,240,16,33,49,11,28,39
51,IND,2006-02-23,32,46,16,@,DET,L 83-88,240,16,10,1,21,20,23,12,11,11,16,240,32,80,0.4,23,62,0.371,9,18,0.5,10,14,0.714,83,34,79,0.43,28,64,0.438,6,15,0.4,14,15,0.933,88,240,15,31,46,8,27,35
52,IND,2006-02-24,37,41,19,,ATL,L 112-117 (OT),265,19,6,3,20,27,27,13,6,17,35,265,37,80,0.463,29,58,0.5,8,22,0.364,30,41,0.732,112,44,89,0.494,36,79,0.456,8,10,0.8,21,28,0.75,117,265,17,24,41,16,28,44
53,IND,2006-02-26,35,47,21,@,NJN,W 101-91,240,21,6,4,14,21,29,9,4,8,21,240,35,73,0.479,29,56,0.518,6,17,0.353,25,33,0.758,101,35,81,0.432,31,67,0.463,4,14,0.286,17,20,0.85,91,240,11,36,47,7,26,33
54,IND,2006-03-01,34,48,19,@,WAS,W 99-93,240,19,7,4,15,25,19,10,5,12,20,240,34,80,0.425,29,61,0.475,5,19,0.263,26,26,1,99,36,86,0.419,34,72,0.472,2,14,0.143,19,31,0.613,93,240,13,35,48,18,26,44
55,IND,2006-03-03,35,30,24,@,BOS,L 98-99,240,24,2,5,15,22,27,8,2,12,23,240,35,68,0.515,27,46,0.587,8,22,0.364,20,25,0.8,98,39,81,0.481,32,65,0.492,7,16,0.438,14,25,0.56,99,240,1,29,30,10,28,38
56,IND,2006-03-05,38,39,24,@,PHI,W 94-93,240,24,9,4,17,22,19,11,2,12,14,240,38,80,0.475,32,60,0.533,6,20,0.3,12,16,0.75,94,34,74,0.459,29,63,0.46,5,11,0.455,20,30,0.667,93,240,7,32,39,8,27,35
57,IND,2006-03-07,29,35,17,,NYK,L 92-107,240,17,11,6,10,27,20,8,2,19,28,240,29,82,0.354,21,56,0.375,8,26,0.308,26,36,0.722,92,33,69,0.478,24,56,0.429,9,13,0.692,32,38,0.842,107,240,12,23,35,10,35,45
58,IND,2006-03-08,34,41,19,@,HOU,L 99-103,240,19,10,3,9,22,26,7,10,11,22,240,34,87,0.391,27,66,0.409,7,21,0.333,24,28,0.857,99,38,72,0.528,36,63,0.571,2,9,0.222,25,31,0.806,103,240,16,25,41,7,30,37
59,IND,2006-03-10,34,44,13,@,NOK,W 92-90,240,13,4,6,11,28,15,7,4,9,23,240,34,85,0.4,30,67,0.448,4,18,0.222,20,23,0.87,92,29,69,0.42,27,62,0.435,2,7,0.286,30,40,0.75,90,240,17,27,44,11,29,40
60,IND,2006-03-12,37,45,20,@,TOR,L 89-93,240,20,4,4,19,18,11,11,5,12,17,240,37,79,0.468,32,56,0.571,5,23,0.217,10,13,0.769,89,39,86,0.453,36,70,0.514,3,16,0.188,12,15,0.8,93,240,14,31,45,16,23,39
61,IND,2006-03-13,35,43,19,,ORL,W 97-83,240,19,9,5,12,19,22,5,6,14,21,240,35,75,0.467,31,62,0.5,4,13,0.308,23,30,0.767,97,35,79,0.443,35,75,0.467,0,4,0,13,16,0.813,83,240,9,34,43,7,27,34
62,IND,2006-03-15,37,45,20,,DEN,L 99-101,240,20,10,5,9,20,18,5,7,14,24,240,37,86,0.43,33,69,0.478,4,17,0.235,21,33,0.636,99,40,78,0.513,39,75,0.52,1,3,0.333,20,27,0.741,101,240,15,30,45,9,33,42
63,IND,2006-03-17,42,49,27,,SAC,W 98-93,240,27,8,5,9,13,23,4,3,11,17,240,42,91,0.462,38,80,0.475,4,11,0.364,10,13,0.769,98,37,93,0.398,28,72,0.389,9,21,0.429,10,13,0.769,93,240,14,35,49,18,33,51
64,IND,2006-03-19,32,42,21,,BOS,L 88-103,240,21,6,3,12,19,18,9,6,11,23,240,32,81,0.395,27,62,0.435,5,19,0.263,19,28,0.679,88,39,73,0.534,36,65,0.554,3,8,0.375,22,30,0.733,103,240,15,27,42,5,32,37
65,IND,2006-03-21,29,43,13,@,MEM,L 75-105,240,13,4,7,12,21,23,7,8,10,14,240,29,82,0.354,24,64,0.375,5,18,0.278,12,15,0.8,75,41,80,0.513,32,60,0.533,9,20,0.45,14,24,0.583,105,240,13,30,43,11,34,45
66,IND,2006-03-22,32,44,20,,CHI,W 95-85,240,20,8,7,12,23,16,5,5,12,30,240,32,75,0.427,29,61,0.475,3,14,0.214,28,39,0.718,95,33,82,0.402,31,67,0.463,2,15,0.133,17,25,0.68,85,240,7,37,44,10,30,40
67,IND,2006-03-24,30,43,16,,DET,L 72-75,240,16,4,6,16,16,21,9,6,11,15,240,30,72,0.417,27,59,0.458,3,13,0.231,9,14,0.643,72,31,80,0.388,22,54,0.407,9,26,0.346,4,13,0.308,75,240,8,35,43,9,31,40
68,IND,2006-03-26,34,48,28,,PHI,W 92-79,240,28,13,4,26,22,17,16,4,16,16,240,34,67,0.507,25,46,0.543,9,21,0.429,15,20,0.75,92,32,86,0.372,28,74,0.378,4,12,0.333,11,12,0.917,79,240,13,35,48,16,20,36
69,IND,2006-03-27,34,32,18,@,MIA,L 91-96,240,18,6,4,11,23,9,7,3,12,19,240,34,79,0.43,29,60,0.483,5,19,0.263,18,24,0.75,91,36,83,0.434,34,69,0.493,2,14,0.143,22,28,0.786,96,240,8,24,32,18,35,53
70,IND,2006-03-29,37,39,23,@,ATL,L 93-94,240,23,4,8,14,21,17,10,5,11,17,240,37,83,0.446,28,58,0.483,9,25,0.36,10,14,0.714,93,36,81,0.444,32,69,0.464,4,12,0.333,18,26,0.692,94,240,12,27,39,13,28,41
71,IND,2006-03-30,37,43,21,,PHO,L 104-114,240,21,9,1,17,15,35,6,3,10,24,240,37,80,0.463,27,63,0.429,10,17,0.588,20,28,0.714,104,46,88,0.523,34,57,0.596,12,31,0.387,10,13,0.769,114,240,9,34,43,6,30,36
72,IND,2006-04-01,35,42,25,@,MIL,L 89-96,240,25,2,7,15,20,23,6,1,2,16,240,35,70,0.5,30,51,0.588,5,19,0.263,14,18,0.778,89,40,94,0.426,33,78,0.423,7,16,0.438,9,17,0.529,96,240,6,36,42,15,28,43
73,IND,2006-04-04,34,39,21,@,CHI,L 96-102,240,21,6,4,15,20,24,8,8,9,19,240,34,77,0.442,25,53,0.472,9,24,0.375,19,23,0.826,96,42,80,0.525,37,66,0.561,5,14,0.357,13,17,0.765,102,240,13,26,39,7,29,36
74,IND,2006-04-05,33,46,21,,TOR,W 111-103,240,21,5,10,7,19,19,2,3,14,33,240,33,82,0.402,24,59,0.407,9,23,0.391,36,45,0.8,111,38,93,0.409,29,71,0.408,9,22,0.409,18,22,0.818,103,240,10,36,46,15,37,52
75,IND,2006-04-07,37,34,20,@,NYK,L 96-98,240,20,7,8,13,23,12,10,3,11,19,240,37,78,0.474,26,54,0.481,11,24,0.458,11,14,0.786,96,36,82,0.439,32,74,0.432,4,8,0.5,22,28,0.786,98,240,9,25,34,15,26,41
76,IND,2006-04-09,24,35,17,@,DET,L 73-98,240,17,10,3,18,20,27,9,6,13,21,240,24,66,0.364,22,54,0.407,2,12,0.167,23,28,0.821,73,42,92,0.457,35,73,0.479,7,19,0.368,7,8,0.875,98,240,7,28,35,18,34,52
77,IND,2006-04-10,37,40,28,,NYK,W 101-82,240,28,12,7,11,22,15,4,2,18,22,240,37,78,0.474,30,57,0.526,7,21,0.333,20,24,0.833,101,31,70,0.443,29,64,0.453,2,6,0.333,18,28,0.643,82,240,13,27,40,11,20,31
78,IND,2006-04-12,41,42,31,,BOS,W 117-112,240,31,10,2,14,15,23,10,9,13,24,240,41,79,0.519,28,56,0.5,13,23,0.565,22,33,0.667,117,45,76,0.592,38,63,0.603,7,13,0.538,15,21,0.714,112,240,14,28,42,5,20,25
79,IND,2006-04-14,33,46,21,,MIN,W 89-77,240,21,7,6,11,17,17,6,4,13,25,240,33,73,0.452,30,58,0.517,3,15,0.2,20,29,0.69,89,33,76,0.434,28,64,0.438,5,12,0.417,6,13,0.462,77,240,13,33,46,14,27,41
80,IND,2006-04-15,36,50,21,@,CHA,L 91-92 (OT),265,21,8,6,18,18,22,11,4,12,19,265,36,86,0.419,32,64,0.5,4,22,0.182,15,25,0.6,91,38,93,0.409,33,79,0.418,5,14,0.357,11,18,0.611,92,265,8,42,50,15,39,54
81,IND,2006-04-17,43,39,31,@,TOR,W 120-95,240,31,5,8,13,23,17,7,3,10,24,240,43,76,0.566,33,54,0.611,10,22,0.455,24,29,0.828,120,35,92,0.38,30,79,0.38,5,13,0.385,20,24,0.833,95,240,7,32,39,18,23,41
82,IND,2006-04-19,31,54,13,,ORL,W 89-83,240,13,4,11,17,24,8,10,4,8,26,240,31,71,0.437,26,55,0.473,5,16,0.313,22,30,0.733,89,32,88,0.364,29,80,0.363,3,8,0.375,16,22,0.727,83,240,20,34,54,17,20,37
83,IND,2006-04-23,30,40,19,@,NJN,W 90-88,240,19,3,3,17,25,24,7,3,5,26,240,30,64,0.469,25,52,0.481,5,12,0.417,25,30,0.833,90,34,80,0.425,33,65,0.508,1,15,0.067,19,26,0.731,88,240,9,31,40,10,23,33
84,IND,2006-04-25,28,37,18,@,NJN,L 75-90,240,18,4,6,13,24,22,4,5,12,19,240,28,79,0.354,21,54,0.389,7,25,0.28,12,17,0.706,75,33,71,0.465,31,56,0.554,2,15,0.133,22,28,0.786,90,240,10,27,37,12,28,40
85,IND,2006-04-27,34,43,18,,NJN,W 107-95,240,18,7,5,14,32,17,9,2,8,31,240,34,65,0.523,30,50,0.6,4,15,0.267,35,42,0.833,107,29,75,0.387,22,59,0.373,7,16,0.438,30,36,0.833,95,240,9,34,43,11,19,30
86,IND,2006-04-29,28,37,21,,NJN,L 88-97,240,21,4,4,22,26,21,12,1,10,29,240,28,63,0.444,18,42,0.429,10,21,0.476,22,32,0.688,88,37,76,0.487,33,63,0.524,4,13,0.308,19,25,0.76,97,240,8,29,37,7,25,32
87,IND,2006-05-02,34,37,19,@,NJN,L 86-92,240,19,11,8,11,23,32,4,6,16,24,240,34,81,0.42,27,56,0.482,7,25,0.28,11,17,0.647,86,36,78,0.462,32,62,0.516,4,16,0.25,16,20,0.8,92,240,8,29,37,10,40,50
88,IND,2006-05-04,33,30,12,,NJN,L 90-96,240,12,7,1,12,19,24,7,2,15,22,240,33,70,0.471,26,51,0.51,7,19,0.368,17,25,0.68,90,33,71,0.465,23,49,0.469,10,22,0.455,20,23,0.87,96,240,6,24,30,13,31,44
1,HOU,2005-11-02,36,43,20,,SAC,W 98-89,240,20,8,3,12,24,21,7,2,16,25,240,36,83,0.434,27,62,0.435,9,21,0.429,17,25,0.68,98,34,83,0.41,33,72,0.458,1,11,0.091,20,24,0.833,89,240,13,30,43,14,34,48
2,HOU,2005-11-05,26,47,17,,NOK,L 84-91,240,17,3,8,17,29,23,11,3,8,22,240,26,74,0.351,19,52,0.365,7,22,0.318,25,28,0.893,84,32,81,0.395,29,66,0.439,3,15,0.2,24,32,0.75,91,240,11,36,47,13,30,43
3,HOU,2005-11-08,26,36,17,,ORL,L 74-76,240,17,9,9,12,21,11,4,7,15,19,240,26,70,0.371,22,54,0.407,4,16,0.25,18,19,0.947,74,28,74,0.378,23,61,0.377,5,13,0.385,15,22,0.682,76,240,7,29,36,10,31,41
4,HOU,2005-11-10,32,46,19,@,MIA,L 84-88,240,19,9,2,13,25,15,4,4,14,24,240,32,76,0.421,28,59,0.475,4,17,0.235,16,26,0.615,84,34,78,0.436,27,56,0.482,7,22,0.318,13,21,0.619,88,240,14,32,46,13,30,43
5,HOU,2005-11-12,33,38,23,@,NJN,W 99-91,240,23,4,5,13,29,19,3,2,9,23,240,33,71,0.465,20,50,0.4,13,21,0.619,20,23,0.87,99,29,78,0.372,20,58,0.345,9,20,0.45,24,28,0.857,91,240,8,30,38,11,26,37
6,HOU,2005-11-13,27,41,11,@,BOS,L 82-102,240,11,10,5,19,19,25,9,8,16,27,240,27,72,0.375,21,53,0.396,6,19,0.316,22,35,0.629,82,39,85,0.459,27,60,0.45,12,25,0.48,12,14,0.857,102,240,13,28,41,14,32,46
7,HOU,2005-11-15,32,40,14,@,MIN,W 94-89,240,14,6,3,12,24,23,7,4,10,29,240,32,69,0.464,31,59,0.525,1,10,0.1,29,36,0.806,94,30,71,0.423,27,51,0.529,3,20,0.15,26,35,0.743,89,240,10,30,40,10,22,32
8,HOU,2005-11-17,28,40,12,@,SAS,L 80-86,240,12,6,2,16,22,23,8,5,12,19,240,28,72,0.389,21,53,0.396,7,19,0.368,17,22,0.773,80,35,76,0.461,32,65,0.492,3,11,0.273,13,18,0.722,86,240,9,31,40,9,26,35
