Rk,Team,Date,FG,TRB,AST,,Opp,Result,MP,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,MP,ORB,DRB,TRB,ORB,DRB,TRB
16,CHA,2005-11-30,33,44,20,@,SEA,L 94-104,240,20,4,4,17,19,28,8,2,11,26,240,33,75,0.44,30,62,0.484,3,13,0.231,25,30,0.833,94,40,85,0.471,33,65,0.508,7,20,0.35,17,20,0.85,104,240,13,31,44,10,30,40
17,CHA,2005-12-02,27,42,17,@,GSW,L 100-107,240,17,11,10,13,27,24,6,8,17,34,240,27,81,0.333,24,67,0.358,3,14,0.214,43,52,0.827,100,37,89,0.416,29,62,0.468,8,27,0.296,25,33,0.758,107,240,13,29,42,15,42,57
18,CHA,2005-12-04,40,39,19,@,LAL,L 98-99,240,19,9,5,13,21,22,7,7,15,18,240,40,81,0.494,37,67,0.552,3,14,0.214,15,23,0.652,98,36,85,0.424,29,70,0.414,7,15,0.467,20,22,0.909,99,240,15,24,39,21,25,46
19,CHA,2005-12-07,32,43,12,,NJN,L 84-97,240,12,11,9,13,21,30,9,7,16,24,240,32,84,0.381,31,77,0.403,1,7,0.143,19,27,0.704,84,41,83,0.494,36,67,0.537,5,16,0.313,10,20,0.5,97,240,16,27,43,13,31,44
20,CHA,2005-12-09,47,38,34,@,PHI,L 115-119,240,34,11,5,16,25,30,11,9,17,15,240,47,90,0.522,37,69,0.536,10,21,0.476,11,19,0.579,115,43,91,0.473,34,77,0.442,9,14,0.643,24,30,0.8,119,240,10,28,38,15,31,46
21,CHA,2005-12-10,41,48,21,,TOR,L 103-111,240,21,8,5,10,28,19,5,5,12,23,240,41,96,0.427,37,81,0.457,4,15,0.267,17,26,0.654,103,38,85,0.447,34,71,0.479,4,14,0.286,31,38,0.816,111,240,21,27,48,16,35,51
22,CHA,2005-12-13,33,43,24,,DEN,L 85-101,240,24,13,3,26,23,27,11,4,21,22,240,33,79,0.418,30,63,0.476,3,16,0.188,16,23,0.696,85,37,72,0.514,32,60,0.533,5,12,0.417,22,29,0.759,101,240,16,27,43,7,30,37
23,CHA,2005-12-14,34,50,16,@,NJN,W 91-83,240,16,9,8,13,25,21,4,3,14,27,240,34,79,0.43,32,70,0.457,2,9,0.222,21,35,0.6,91,30,79,0.38,27,65,0.415,3,14,0.214,20,26,0.769,83,240,12,38,50,13,38,51
24,CHA,2005-12-17,31,46,18,,DET,L 78-103,240,18,6,2,15,23,24,4,9,16,18,240,31,88,0.352,27,76,0.355,4,12,0.333,12,16,0.75,78,42,82,0.512,38,71,0.535,4,11,0.364,15,19,0.789,103,240,16,30,46,11,33,44
25,CHA,2005-12-19,39,43,22,,SAC,W 106-103 (OT),265,22,14,5,15,27,25,7,2,20,30,265,39,88,0.443,35,70,0.5,4,18,0.222,24,36,0.667,106,37,83,0.446,33,65,0.508,4,18,0.222,25,27,0.926,103,265,14,29,43,11,35,46
26,CHA,2005-12-20,39,39,25,@,CHI,W 105-92,240,25,7,8,13,20,21,7,3,19,27,240,39,76,0.513,37,66,0.561,2,10,0.2,25,34,0.735,105,34,78,0.436,25,54,0.463,9,24,0.375,15,21,0.714,92,240,11,28,39,16,19,35
27,CHA,2005-12-23,30,37,20,,LAC,L 88-97,240,20,10,5,10,18,22,6,6,18,26,240,30,81,0.37,26,68,0.382,4,13,0.308,24,34,0.706,88,37,85,0.435,36,80,0.45,1,5,0.2,22,22,1,97,240,11,26,37,17,40,57
28,CHA,2005-12-27,36,38,15,@,ATL,W 93-90,240,15,7,8,13,17,22,6,5,14,24,240,36,73,0.493,35,70,0.5,1,3,0.333,20,30,0.667,93,40,85,0.471,38,74,0.514,2,11,0.182,8,13,0.615,90,240,5,33,38,11,34,45
29,CHA,2005-12-28,33,50,11,,CHI,W 93-80,240,11,12,5,16,18,21,6,11,24,32,240,33,88,0.375,31,76,0.408,2,12,0.167,25,31,0.806,93,35,76,0.461,31,63,0.492,4,13,0.308,6,16,0.375,80,240,21,29,50,11,27,38
30,CHA,2005-12-30,37,33,24,,PHO,L 100-110,240,24,7,4,14,22,29,9,5,17,21,240,37,81,0.457,27,61,0.443,10,20,0.5,16,23,0.696,100,42,85,0.494,33,61,0.541,9,24,0.375,17,24,0.708,110,240,6,27,33,13,38,51
31,CHA,2006-01-02,33,43,12,@,NOK,L 86-103,240,12,7,5,20,29,21,8,5,14,20,240,33,77,0.429,27,55,0.491,6,22,0.273,14,22,0.636,86,37,78,0.474,33,67,0.493,4,11,0.364,25,35,0.714,103,240,17,26,43,16,25,41
32,CHA,2006-01-04,40,39,22,@,BOS,L 106-109,240,22,16,6,5,24,26,2,8,23,27,240,40,100,0.4,39,92,0.424,1,8,0.125,25,35,0.714,106,40,70,0.571,34,59,0.576,6,11,0.545,23,31,0.742,109,240,17,22,39,5,40,45
33,CHA,2006-01-07,31,33,15,@,ORL,L 92-108,240,15,12,3,13,30,25,7,6,20,28,240,31,83,0.373,25,67,0.373,6,16,0.375,24,35,0.686,92,40,71,0.563,38,64,0.594,2,7,0.286,26,34,0.765,108,240,13,20,33,9,38,47
34,CHA,2006-01-10,40,52,28,,HOU,W 111-106 (2OT),290,28,11,9,14,17,23,8,4,16,35,290,40,91,0.44,38,80,0.475,2,11,0.182,29,37,0.784,111,38,88,0.432,26,64,0.406,12,24,0.5,18,19,0.947,106,290,17,35,52,8,29,37
35,CHA,2006-01-11,29,37,15,@,TOR,L 86-95,240,15,8,2,15,26,21,9,6,16,22,240,29,71,0.408,23,58,0.397,6,13,0.462,22,26,0.846,86,32,70,0.457,27,52,0.519,5,18,0.278,26,29,0.897,95,240,8,29,37,6,30,36
36,CHA,2006-01-13,41,38,20,,MIL,L 102-103,240,20,19,8,13,26,22,8,7,23,21,240,41,91,0.451,32,62,0.516,9,29,0.31,11,19,0.579,102,37,77,0.481,34,63,0.54,3,14,0.214,26,32,0.813,103,240,11,27,38,15,33,48
37,CHA,2006-01-14,37,28,15,@,DET,L 91-114,240,15,7,2,13,25,35,9,9,12,19,240,37,75,0.493,35,68,0.515,2,7,0.286,15,23,0.652,91,42,78,0.538,33,61,0.541,9,17,0.529,21,31,0.677,114,240,7,21,28,10,30,40
38,CHA,2006-01-16,29,39,19,,NOK,L 92-107,240,19,7,8,17,27,18,10,9,19,29,240,29,77,0.377,25,64,0.391,4,13,0.308,30,39,0.769,92,36,76,0.474,35,71,0.493,1,5,0.2,34,41,0.829,107,240,9,30,39,10,38,48
39,CHA,2006-01-18,39,29,26,@,IND,L 92-98,240,26,11,4,13,22,18,7,7,20,20,240,39,81,0.481,34,69,0.493,5,12,0.417,9,13,0.692,92,33,66,0.5,25,46,0.543,8,20,0.4,24,29,0.828,98,240,9,20,29,13,30,43
40,CHA,2006-01-20,34,40,17,,ORL,L 93-104,240,17,9,3,12,23,24,7,8,15,27,240,34,86,0.395,28,65,0.431,6,21,0.286,19,35,0.543,93,35,72,0.486,26,54,0.481,9,18,0.5,25,33,0.758,104,240,14,26,40,11,37,48
41,CHA,2006-01-21,31,36,22,@,MIL,L 91-101,240,22,15,1,15,24,28,9,7,24,24,240,31,81,0.383,27,67,0.403,4,14,0.286,25,31,0.806,91,39,72,0.542,33,57,0.579,6,15,0.4,17,25,0.68,101,240,14,22,36,13,38,51
42,CHA,2006-01-24,32,34,19,@,SAS,L 76-104,240,19,10,2,13,14,31,8,5,13,17,240,32,80,0.4,29,74,0.392,3,6,0.5,9,13,0.692,76,44,78,0.564,40,66,0.606,4,12,0.333,12,14,0.857,104,240,10,24,34,8,37,45
43,CHA,2006-01-25,27,34,18,@,HOU,L 78-102,240,18,3,2,17,23,26,8,4,10,20,240,27,65,0.415,22,52,0.423,5,13,0.385,19,26,0.731,78,39,84,0.464,33,62,0.532,6,22,0.273,18,31,0.581,102,240,5,29,34,16,32,48
44,CHA,2006-01-27,33,35,20,,MIA,L 85-91,240,20,7,2,11,18,21,4,5,13,16,240,33,80,0.413,26,61,0.426,7,19,0.368,12,16,0.75,85,36,76,0.474,31,54,0.574,5,22,0.227,14,20,0.7,91,240,9,26,35,11,31,42
45,CHA,2006-01-28,37,35,21,@,WAS,L 97-107,240,21,8,2,7,32,19,2,4,12,22,240,37,85,0.435,29,64,0.453,8,21,0.381,15,21,0.714,97,36,77,0.468,29,61,0.475,7,16,0.438,28,39,0.718,107,240,7,28,35,11,36,47
46,CHA,2006-01-30,37,41,26,,CLE,L 91-103,240,26,10,5,16,23,24,10,4,20,23,240,37,85,0.435,32,64,0.5,5,21,0.238,12,21,0.571,91,38,78,0.487,32,59,0.542,6,19,0.316,21,29,0.724,103,240,14,27,41,10,37,47
47,CHA,2006-02-01,37,35,22,,ATL,L 92-102,240,22,9,2,16,31,19,7,7,19,16,240,37,88,0.42,32,70,0.457,5,18,0.278,13,17,0.765,92,33,70,0.471,31,62,0.5,2,8,0.25,34,41,0.829,102,240,11,24,35,10,36,46
48,CHA,2006-02-03,39,39,24,,LAL,W 112-102,240,24,17,3,16,29,21,11,3,23,30,240,39,81,0.481,31,66,0.47,8,15,0.533,26,36,0.722,112,32,74,0.432,24,52,0.462,8,22,0.364,30,38,0.789,102,240,13,26,39,15,31,46
49,CHA,2006-02-06,47,34,29,,SEA,W 119-106,240,29,12,6,17,30,21,8,1,18,29,240,47,83,0.566,39,68,0.574,8,15,0.533,17,26,0.654,119,38,82,0.463,33,65,0.508,5,17,0.294,25,32,0.781,106,240,11,23,34,13,24,37
50,CHA,2006-02-08,42,54,23,,PHI,W 100-92,240,23,10,2,14,15,25,8,6,18,19,240,42,96,0.438,36,80,0.45,6,16,0.375,10,14,0.714,100,38,82,0.463,30,62,0.484,8,20,0.4,8,14,0.571,92,240,18,36,54,9,32,41
51,CHA,2006-02-10,21,39,11,,TOR,L 73-88,240,11,15,0,20,22,19,10,5,23,25,240,21,66,0.318,13,45,0.289,8,21,0.381,23,32,0.719,73,34,70,0.486,27,46,0.587,7,24,0.292,13,18,0.722,88,240,9,30,39,6,35,41
52,CHA,2006-02-11,33,37,27,@,MIL,L 93-99,240,27,7,5,14,30,25,8,9,13,26,240,33,75,0.44,27,53,0.509,6,22,0.273,21,26,0.808,93,36,77,0.468,33,67,0.493,3,10,0.3,24,30,0.8,99,240,8,29,37,13,26,39
53,CHA,2006-02-13,27,42,17,,POR,L 83-91,240,17,9,5,21,18,26,9,3,16,22,240,27,67,0.403,22,47,0.468,5,20,0.25,24,33,0.727,83,37,80,0.463,32,68,0.471,5,12,0.417,12,19,0.632,91,240,10,32,42,9,28,37
54,CHA,2006-02-15,35,34,19,,NJN,L 94-95,240,19,5,5,14,21,25,9,1,14,21,240,35,75,0.467,30,64,0.469,5,11,0.455,19,22,0.864,94,36,85,0.424,31,66,0.47,5,19,0.263,18,24,0.75,95,240,8,26,34,18,30,48
55,CHA,2006-02-21,34,40,25,@,DEN,L 84-100,240,25,11,2,15,21,31,9,7,20,16,240,34,92,0.37,31,77,0.403,3,15,0.2,13,18,0.722,84,38,80,0.475,34,66,0.515,4,14,0.286,20,28,0.714,100,240,12,28,40,12,38,50
56,CHA,2006-02-22,46,40,29,@,POR,W 110-106,240,29,6,5,7,17,27,3,7,10,18,240,46,90,0.511,40,77,0.519,6,13,0.462,12,17,0.706,110,44,79,0.557,37,63,0.587,7,16,0.438,11,17,0.647,106,240,12,28,40,6,26,32
57,CHA,2006-02-25,49,40,24,@,PHO,L 121-136,240,24,6,1,10,25,22,4,5,13,17,240,49,100,0.49,38,80,0.475,11,20,0.55,12,15,0.8,121,48,96,0.5,38,70,0.543,10,26,0.385,30,32,0.938,136,240,8,32,40,15,36,51
58,CHA,2006-02-27,33,40,23,@,LAC,L 87-95,240,23,11,2,21,26,30,8,5,23,25,240,33,79,0.418,30,68,0.441,3,11,0.273,18,24,0.75,87,37,77,0.481,33,65,0.508,4,12,0.333,17,22,0.773,95,240,8,32,40,5,34,39
59,CHA,2006-03-01,36,31,23,@,UTA,W 104-89,240,23,10,3,9,28,22,5,1,15,23,240,36,69,0.522,29,53,0.547,7,16,0.438,25,31,0.806,104,34,70,0.486,31,62,0.5,3,8,0.375,18,30,0.6,89,240,3,28,31,7,31,38
60,CHA,2006-03-03,26,37,16,@,DAL,L 76-90,240,16,11,5,13,20,16,4,6,20,20,240,26,74,0.351,20,58,0.345,6,16,0.375,18,27,0.667,76,36,78,0.462,32,68,0.471,4,10,0.4,14,21,0.667,90,240,10,27,37,16,41,57
61,CHA,2006-03-06,38,44,21,,MIA,L 105-106 (OT),265,21,9,5,9,23,18,6,1,12,21,265,38,86,0.442,31,69,0.449,7,17,0.412,22,28,0.786,105,42,89,0.472,34,65,0.523,8,24,0.333,14,25,0.56,106,265,10,34,44,11,39,50
62,CHA,2006-03-08,37,34,26,,GSW,W 104-101,240,26,10,5,12,19,21,7,4,18,26,240,37,84,0.44,28,66,0.424,9,18,0.5,21,26,0.808,104,39,86,0.453,33,70,0.471,6,16,0.375,17,24,0.708,101,240,13,21,34,21,32,53
63,CHA,2006-03-11,40,44,28,,NYK,W 116-109,240,28,9,8,9,30,20,3,7,14,32,240,40,85,0.471,29,64,0.453,11,21,0.524,25,43,0.581,116,39,78,0.5,35,62,0.565,4,16,0.25,27,38,0.711,109,240,15,29,44,13,34,47
64,CHA,2006-03-12,31,40,20,@,DET,L 78-94,240,20,11,1,14,17,33,9,7,15,16,240,31,82,0.378,26,64,0.406,5,18,0.278,11,15,0.733,78,39,80,0.488,31,63,0.492,8,17,0.471,8,13,0.615,94,240,11,29,40,10,39,49
65,CHA,2006-03-14,40,40,19,,WAS,L 114-119,240,19,12,2,15,29,20,6,4,18,29,240,40,85,0.471,31,61,0.508,9,24,0.375,25,39,0.641,114,40,77,0.519,34,57,0.596,6,20,0.3,33,39,0.846,119,240,12,28,40,7,31,38
66,CHA,2006-03-15,36,33,22,@,WAS,L 99-107,240,22,8,1,11,28,19,8,4,21,23,240,36,90,0.4,26,65,0.4,10,25,0.4,17,22,0.773,99,35,74,0.473,28,59,0.475,7,15,0.467,30,36,0.833,107,240,10,23,33,15,40,55
67,CHA,2006-03-18,45,33,20,,DET,L 103-108,240,20,8,3,12,23,24,6,5,18,12,240,45,89,0.506,41,75,0.547,4,14,0.286,9,13,0.692,103,39,68,0.574,28,48,0.583,11,20,0.55,19,29,0.655,108,240,14,19,33,10,19,29
68,CHA,2006-03-21,40,44,26,,ORL,W 108-102,240,26,9,5,8,21,24,5,7,14,23,240,40,90,0.444,33,67,0.493,7,23,0.304,21,26,0.808,108,39,78,0.5,33,65,0.508,6,13,0.462,18,26,0.692,102,240,17,27,44,9,30,39
69,CHA,2006-03-22,44,46,21,@,CLE,L 118-120 (OT),265,21,10,3,10,30,31,8,9,19,26,265,44,98,0.449,37,73,0.507,7,25,0.28,23,31,0.742,118,43,79,0.544,34,63,0.54,9,16,0.563,25,35,0.714,120,265,15,31,46,8,38,46
70,CHA,2006-03-24,38,34,20,@,MIA,L 93-114,240,20,9,2,12,24,31,11,4,14,17,240,38,85,0.447,31,63,0.492,7,22,0.318,10,15,0.667,93,45,78,0.577,42,69,0.609,3,9,0.333,21,27,0.778,114,240,10,24,34,11,36,47
71,CHA,2006-03-26,34,33,23,@,MEM,L 95-102,240,23,10,7,10,27,22,5,6,17,26,240,34,78,0.436,30,64,0.469,4,14,0.286,23,30,0.767,95,37,80,0.463,29,55,0.527,8,25,0.32,20,29,0.69,102,240,10,23,33,18,29,47
72,CHA,2006-03-28,50,37,30,,ATL,W 125-117,240,30,9,3,10,23,22,5,5,13,24,240,50,88,0.568,45,78,0.577,5,10,0.5,20,28,0.714,125,42,81,0.519,38,64,0.594,4,17,0.235,29,34,0.853,117,240,9,28,37,12,26,38
73,CHA,2006-03-31,38,40,22,,CHI,L 107-113,240,22,6,5,10,27,30,6,6,12,30,240,38,85,0.447,34,65,0.523,4,20,0.2,27,38,0.711,107,42,89,0.472,36,71,0.507,6,18,0.333,23,32,0.719,113,240,7,33,40,14,32,46
74,CHA,2006-04-02,34,34,18,,CLE,L 97-101,240,18,11,6,11,23,18,6,5,20,26,240,34,85,0.4,30,69,0.435,4,16,0.25,25,31,0.806,97,39,81,0.481,34,67,0.507,5,14,0.357,18,25,0.72,101,240,14,20,34,17,32,49
75,CHA,2006-04-04,37,37,18,,MIN,W 97-92,240,18,12,8,17,22,22,7,4,23,23,240,37,83,0.446,30,69,0.435,7,14,0.5,16,19,0.842,97,36,79,0.456,35,73,0.479,1,6,0.167,19,28,0.679,92,240,6,31,37,11,35,46
76,CHA,2006-04-06,34,43,21,@,NJN,L 102-113,240,21,7,1,9,17,31,6,3,12,26,240,34,85,0.4,30,72,0.417,4,13,0.308,30,39,0.769,102,42,79,0.532,34,55,0.618,8,24,0.333,21,32,0.656,113,240,12,31,43,10,39,49
77,CHA,2006-04-09,40,44,25,@,TOR,W 94-88,240,25,10,3,16,22,21,7,10,19,23,240,40,88,0.455,38,74,0.514,2,14,0.143,12,15,0.8,94,34,76,0.447,25,50,0.5,9,26,0.346,11,15,0.733,88,240,15,29,44,7,28,35
78,CHA,2006-04-12,36,45,23,,MEM,L 88-96,240,23,5,5,13,29,16,7,7,9,17,240,36,89,0.404,33,74,0.446,3,15,0.2,13,16,0.813,88,29,71,0.408,21,54,0.389,8,17,0.471,30,38,0.789,96,240,14,31,45,8,30,38
79,CHA,2006-04-14,42,36,21,@,ATL,W 116-110,240,21,11,7,15,20,24,8,3,18,26,240,42,78,0.538,34,60,0.567,8,18,0.444,24,32,0.75,116,42,81,0.519,34,61,0.557,8,20,0.4,18,24,0.75,110,240,10,26,36,11,23,34
80,CHA,2006-04-15,38,54,22,,IND,W 92-91 (OT),265,22,11,4,12,19,21,8,6,18,18,265,38,93,0.409,33,79,0.418,5,14,0.357,11,18,0.611,92,36,86,0.419,32,64,0.5,4,22,0.182,15,25,0.6,91,265,15,39,54,8,42,50
81,CHA,2006-04-17,39,36,22,@,NYK,W 98-91,240,22,8,4,13,23,14,8,2,16,19,240,39,81,0.481,31,68,0.456,8,13,0.615,12,16,0.75,98,36,70,0.514,35,61,0.574,1,9,0.111,18,27,0.667,91,240,9,27,36,7,30,37
82,CHA,2006-04-19,37,39,21,,PHI,W 96-86,240,21,14,5,15,19,18,7,2,24,22,240,37,83,0.446,31,67,0.463,6,16,0.375,16,19,0.842,96,32,61,0.525,26,47,0.553,6,14,0.429,16,22,0.727,86,240,14,25,39,3,29,32
1,NJN,2005-11-02,31,46,18,,MIL,L 96-110,240,18,3,8,12,29,19,8,5,10,34,240,31,77,0.403,26,61,0.426,5,16,0.313,29,44,0.659,96,35,92,0.38,26,73,0.356,9,19,0.474,31,39,0.795,110,240,16,30,46,19,31,50
2,NJN,2005-11-04,36,46,21,@,TOR,W 102-92,240,21,10,1,20,25,20,7,5,15,23,240,36,75,0.48,27,55,0.491,9,20,0.45,21,31,0.677,102,32,80,0.4,23,56,0.411,9,24,0.375,19,22,0.864,92,240,14,32,46,11,24,35
3,NJN,2005-11-05,32,51,23,,CHI,W 100-99,240,23,6,3,19,27,22,5,4,14,31,240,32,79,0.405,31,67,0.463,1,12,0.083,35,39,0.897,100,35,83,0.422,28,69,0.406,7,14,0.5,22,25,0.88,99,240,16,35,51,10,27,37
4,NJN,2005-11-07,34,40,12,@,MIA,L 89-90,240,12,5,3,14,23,21,7,9,11,21,240,34,76,0.447,31,67,0.463,3,9,0.333,18,25,0.72,89,34,70,0.486,29,51,0.569,5,19,0.263,17,24,0.708,90,240,16,24,40,9,24,33
5,NJN,2005-11-09,33,44,26,,UTA,W 91-83,240,26,5,6,14,23,25,8,2,10,28,240,33,67,0.493,29,55,0.527,4,12,0.333,21,32,0.656,91,31,82,0.378,25,65,0.385,6,17,0.353,15,18,0.833,83,240,9,35,44,14,25,39
6,NJN,2005-11-11,35,37,20,@,IND,L 90-102,240,20,8,1,11,21,23,6,4,14,19,240,35,82,0.427,29,66,0.439,6,16,0.375,14,18,0.778,90,36,69,0.522,26,44,0.591,10,25,0.4,20,26,0.769,102,240,14,23,37,8,29,37
7,NJN,2005-11-12,29,37,19,,HOU,L 91-99,240,19,3,2,9,23,23,4,5,13,29,240,29,78,0.372,20,58,0.345,9,20,0.45,24,28,0.857,91,33,71,0.465,20,50,0.4,13,21,0.619,20,23,0.87,99,240,11,26,37,8,30,38
8,NJN,2005-11-15,35,47,22,,SEA,W 109-99,240,22,8,2,13,20,19,8,4,11,30,240,35,73,0.479,30,58,0.517,5,15,0.333,34,41,0.829,109,32,75,0.427,22,46,0.478,10,29,0.345,25,29,0.862,99,240,14,33,47,6,26,32
9,NJN,2005-11-19,34,44,27,,WAS,W 89-83,240,27,10,5,19,27,14,15,5,16,25,240,34,77,0.442,31,65,0.477,3,12,0.25,18,28,0.643,89,31,82,0.378,27,69,0.391,4,13,0.308,17,31,0.548,83,240,15,29,44,18,23,41
10,NJN,2005-11-21,32,42,19,@,GSW,L 97-100,240,19,6,2,12,21,20,6,5,16,29,240,32,75,0.427,26,56,0.464,6,19,0.316,27,39,0.692,97,33,72,0.458,21,44,0.477,12,28,0.429,22,27,0.815,100,240,15,27,42,9,36,45
11,NJN,2005-11-23,42,34,28,@,SAC,L 105-114,240,28,9,5,16,28,25,10,1,16,18,240,42,78,0.538,38,67,0.567,4,11,0.364,17,23,0.739,105,38,74,0.514,32,62,0.516,6,12,0.5,32,36,0.889,114,240,9,25,34,8,28,36
12,NJN,2005-11-25,30,42,11,@,PHO,L 81-92,240,11,6,4,15,23,20,8,4,7,17,240,30,76,0.395,21,58,0.362,9,18,0.5,12,21,0.571,81,35,83,0.422,29,58,0.5,6,25,0.24,16,22,0.727,92,240,8,34,42,10,36,46
13,NJN,2005-11-27,34,49,24,@,LAL,W 102-96 (OT),265,24,7,5,19,39,16,8,2,15,36,265,34,77,0.442,33,70,0.471,1,7,0.143,33,43,0.767,102,32,95,0.337,27,71,0.38,5,24,0.208,27,38,0.711,96,265,10,39,49,23,25,48
14,NJN,2005-11-28,34,39,26,@,DEN,W 101-92,240,26,7,2,16,27,16,14,5,14,24,240,34,74,0.459,26,52,0.5,8,22,0.364,25,35,0.714,101,29,77,0.377,25,61,0.41,4,16,0.25,30,47,0.638,92,240,8,31,39,19,31,50
15,NJN,2005-11-30,35,44,20,,DET,L 83-93,240,20,4,3,9,18,24,5,3,10,16,240,35,86,0.407,35,79,0.443,0,7,0,13,17,0.765,83,33,73,0.452,23,53,0.434,10,20,0.5,17,20,0.85,93,240,16,28,44,6,31,37
16,NJN,2005-12-03,29,38,22,,TOR,L 82-95,240,22,4,1,14,26,20,5,1,11,23,240,29,71,0.408,25,54,0.463,4,17,0.235,20,30,0.667,82,29,67,0.433,24,57,0.421,5,10,0.5,32,36,0.889,95,240,8,30,38,7,33,40
17,NJN,2005-12-07,41,44,30,@,CHA,W 97-84,240,30,9,7,16,24,12,11,9,13,21,240,41,83,0.494,36,67,0.537,5,16,0.313,10,20,0.5,97,32,84,0.381,31,77,0.403,1,7,0.143,19,27,0.704,84,240,13,31,44,16,27,43
18,NJN,2005-12-09,40,38,23,@,CLE,W 109-100,240,23,6,4,13,25,17,5,6,13,21,240,40,72,0.556,32,58,0.552,8,14,0.571,21,29,0.724,109,34,79,0.43,26,56,0.464,8,23,0.348,24,30,0.8,100,240,5,33,38,10,28,38
19,NJN,2005-12-10,35,40,25,,PHI,L 95-107,240,25,5,4,9,22,26,5,3,11,20,240,35,85,0.412,27,60,0.45,8,25,0.32,17,23,0.739,95,41,72,0.569,32,57,0.561,9,15,0.6,16,25,0.64,107,240,10,30,40,3,38,41
20,NJN,2005-12-13,28,30,16,@,WAS,L 74-94,240,16,8,3,13,23,20,8,0,14,23,240,28,71,0.394,25,54,0.463,3,17,0.176,15,23,0.652,74,33,67,0.493,25,52,0.481,8,15,0.533,20,30,0.667,94,240,7,23,30,8,35,43
21,NJN,2005-12-14,30,51,21,,CHA,L 83-91,240,21,4,3,14,27,16,9,8,13,25,240,30,79,0.38,27,65,0.415,3,14,0.214,20,26,0.769,83,34,79,0.43,32,70,0.457,2,9,0.222,21,35,0.6,91,240,13,38,51,12,38,50
22,NJN,2005-12-16,41,45,32,,DEN,W 115-106 (OT),265,32,6,5,17,26,32,13,9,15,26,265,41,87,0.471,29,63,0.46,12,24,0.5,21,27,0.778,115,38,88,0.432,28,66,0.424,10,22,0.455,20,23,0.87,106,265,9,36,45,8,33,41
23,NJN,2005-12-18,46,40,36,,GSW,W 118-90,240,36,7,4,13,23,15,9,2,13,16,240,46,80,0.575,36,60,0.6,10,20,0.5,16,19,0.842,118,29,76,0.382,20,51,0.392,9,25,0.36,23,30,0.767,90,240,6,34,40,6,26,32
24,NJN,2005-12-20,36,45,27,,LAC,W 99-85,240,27,7,4,14,21,24,11,2,15,29,240,36,70,0.514,32,56,0.571,4,14,0.286,23,33,0.697,99,33,79,0.418,31,69,0.449,2,10,0.2,17,25,0.68,85,240,5,40,45,6,31,37
25,NJN,2005-12-21,34,38,20,@,ORL,W 96-85,240,20,8,5,11,27,10,6,3,17,19,240,34,76,0.447,29,59,0.492,5,17,0.294,23,27,0.852,96,32,68,0.471,30,55,0.545,2,13,0.154,19,29,0.655,85,240,10,28,38,9,30,39
26,NJN,2005-12-23,30,50,17,@,MIA,W 95-88,240,17,4,3,9,27,19,5,4,9,27,240,30,77,0.39,21,55,0.382,9,22,0.409,26,32,0.813,95,30,82,0.366,24,63,0.381,6,19,0.316,22,35,0.629,88,240,4,46,50,8,42,50
27,NJN,2005-12-26,38,28,27,@,NYK,W 109-101,240,27,12,3,13,25,19,8,1,20,28,240,38,70,0.543,32,54,0.593,6,16,0.375,27,36,0.75,109,34,74,0.459,27,57,0.474,7,17,0.412,26,33,0.788,101,240,4,24,28,13,27,40
28,NJN,2005-12-27,33,39,21,,CLE,W 96-91,240,21,6,2,9,21,24,4,6,13,29,240,33,76,0.434,29,65,0.446,4,11,0.364,26,33,0.788,96,36,76,0.474,32,59,0.542,4,17,0.235,15,20,0.75,91,240,11,28,39,10,33,43
29,NJN,2005-12-30,32,31,24,,ATL,W 99-91,240,24,5,5,12,22,16,4,0,16,28,240,32,63,0.508,21,41,0.512,11,22,0.5,24,30,0.8,99,31,70,0.443,21,50,0.42,10,20,0.5,19,24,0.792,91,240,4,27,31,11,24,35
30,NJN,2006-01-06,37,36,31,,ORL,W 113-106,240,31,11,6,15,21,20,11,4,21,31,240,37,79,0.468,31,63,0.492,6,16,0.375,33,37,0.892,113,41,85,0.482,36,75,0.48,5,10,0.5,19,25,0.76,106,240,11,25,36,17,29,46
31,NJN,2006-01-08,42,41,30,@,TOR,W 105-104,240,30,8,1,6,27,18,3,5,11,17,240,42,91,0.462,33,72,0.458,9,19,0.474,12,21,0.571,105,35,78,0.449,28,58,0.483,7,20,0.35,27,32,0.844,104,240,13,28,41,10,33,43
32,NJN,2006-01-10,37,35,18,@,SAS,L 91-96,240,18,11,3,13,29,21,3,3,20,21,240,37,82,0.451,31,69,0.449,6,13,0.462,11,15,0.733,91,30,62,0.484,24,48,0.5,6,14,0.429,30,38,0.789,96,240,8,27,35,4,38,42
33,NJN,2006-01-13,25,36,14,@,MEM,L 69-81,240,14,9,2,17,19,21,9,4,17,19,240,25,72,0.347,19,53,0.358,6,19,0.316,13,18,0.722,69,29,69,0.42,20,49,0.408,9,20,0.45,14,24,0.583,81,240,6,30,36,9,40,49
34,NJN,2006-01-14,29,39,16,@,DAL,L 77-110,240,16,7,4,23,29,22,12,7,13,16,240,29,70,0.414,26,61,0.426,3,9,0.333,16,21,0.762,77,40,76,0.526,32,61,0.525,8,15,0.533,22,31,0.71,110,240,12,27,39,8,28,36
